proxy,test_id,method,route_idx,cpu_time,real_time
TomlProxy,0,add,1,0.01082065600000004,0.01155238997307606
TomlProxy,0,delete,1,0.01996001999999919,0.01994645898230374
TomlProxy,0,get_all,1,0.03680258400000014,0.036802135000471026
TomlProxy,0,add,2,0.009442396999999936,0.012195379007607698
TomlProxy,0,delete,2,0.02287907400000222,0.022877508017700166
TomlProxy,0,get_all,2,0.035472544999997524,0.03547206401708536
TomlProxy,0,add,3,0.005847665000000002,0.006563731003552675
TomlProxy,0,delete,3,0.02164950499999918,0.02164715199614875
TomlProxy,0,get_all,3,0.0344369910000033,0.03443667397368699
TomlProxy,0,add,4,0.004469288999999987,0.004954823001753539
TomlProxy,0,delete,4,0.027452713999998934,0.027450704015791416
TomlProxy,0,get_all,4,0.038921341999998305,0.03891976299928501
TomlProxy,0,add,5,0.003591926000000023,0.004175882990239188
TomlProxy,0,delete,5,0.018086951000000795,0.018084264011122286
TomlProxy,0,get_all,5,0.036427806999999035,0.03642706500249915
TomlProxy,0,add,6,0.0033318479999999706,0.0038309600204229355
TomlProxy,0,delete,6,0.016951200999997695,0.01694855999085121
TomlProxy,0,get_all,6,0.039406880000001365,0.039381785987643525
TomlProxy,0,add,7,0.003289403000000024,0.0038684010214637965
TomlProxy,0,delete,7,0.015451349999999309,0.01544921999447979
TomlProxy,0,get_all,7,0.0425439549999993,0.042541884002275765
TomlProxy,0,add,8,0.0034694259999998867,0.004019233980216086
TomlProxy,0,delete,8,0.014469030000000771,0.014466799009824172
TomlProxy,0,get_all,8,0.03671765600000043,0.036717014998430386
TomlProxy,0,add,9,0.0034443740000000833,0.004701808997197077
TomlProxy,0,delete,9,0.014286464999997861,0.014283878001151606
TomlProxy,0,get_all,9,0.03532069599999943,0.03532036000979133
TomlProxy,0,add,10,0.0035337390000000912,0.004004749993328005
TomlProxy,0,delete,10,0.014247865000001525,0.014245349011616781
TomlProxy,0,get_all,10,0.035180983000000055,0.03517995300353505
TomlProxy,0,add,12,0.0035599889999999856,0.003998652013251558
TomlProxy,0,delete,12,0.014028555999999526,0.014026004006154835
TomlProxy,0,get_all,12,0.034724684000000394,0.03472418698947877
TomlProxy,0,add,13,0.0035235919999998533,0.004139708005823195
TomlProxy,0,delete,13,0.014437837000002673,0.014435605000471696
TomlProxy,0,get_all,13,0.036652237999998505,0.03665166298742406
TomlProxy,0,add,15,0.01796129199999985,0.0665052919939626
TomlProxy,0,delete,15,0.01592910499999789,0.015926533000310883
TomlProxy,0,get_all,15,0.0356254920000012,0.03562459099339321
TomlProxy,0,add,17,0.017049228000000083,0.13422532798722386
TomlProxy,0,delete,17,0.014447365999998851,0.01444515900220722
TomlProxy,0,get_all,17,0.03484557799999877,0.034845171991037205
TomlProxy,0,add,19,0.020403624999999925,0.04643210000358522
TomlProxy,0,delete,19,0.014852924999999573,0.014851234009256586
TomlProxy,0,get_all,19,0.037355535999999745,0.037354389001848176
TomlProxy,0,add,22,0.01812172599999995,0.1758840520051308
TomlProxy,0,delete,22,0.0161190819999959,0.0161169350030832
TomlProxy,0,get_all,22,0.036738392000000175,0.03673669201089069
TomlProxy,0,add,25,0.02003994599999981,0.09686288301600143
TomlProxy,0,delete,25,0.013945751000001394,0.01399680701433681
TomlProxy,0,get_all,25,0.034821487000002094,0.034821022010874
TomlProxy,0,add,28,0.019846523999999865,0.13943539498723112
TomlProxy,0,delete,28,0.01448604099999784,0.014483396982541308
TomlProxy,0,get_all,28,0.03438469100000319,0.034384322992991656
TomlProxy,0,add,32,0.019604481999999868,0.18334151298040524
TomlProxy,0,delete,32,0.014158412000000453,0.014156618999550119
TomlProxy,0,get_all,32,0.03722706399999964,0.03722615898004733
TomlProxy,0,add,36,0.021445181000000035,0.16367337698466145
TomlProxy,0,delete,36,0.013438589999999806,0.013436175009701401
TomlProxy,0,get_all,36,0.034859487999998606,0.03485907899448648
TomlProxy,0,add,41,0.020880041999999932,0.15515631099697202
TomlProxy,0,delete,41,0.013599001000002886,0.01359676499851048
TomlProxy,0,get_all,41,0.03713130399999898,0.037130498996702954
TomlProxy,0,add,47,0.023721678000000024,0.053022856998723
TomlProxy,0,delete,47,0.021490269000004503,0.021488034981302917
TomlProxy,0,get_all,47,0.03445071100000163,0.034450374980224296
TomlProxy,0,add,53,0.023444291999999978,0.08568784699309617
TomlProxy,0,delete,53,0.015694391000003804,0.015691620006691664
TomlProxy,0,get_all,53,0.0346259699999969,0.03462554400903173
TomlProxy,0,add,60,0.025059460000000033,0.07923044601920992
TomlProxy,0,delete,60,0.01296315499999423,0.012961071013705805
TomlProxy,0,get_all,60,0.034395751999998225,0.034395191993098706
TomlProxy,0,add,68,0.02610291500000006,0.14576833200408146
TomlProxy,0,delete,68,0.012496366000000592,0.012494210997829214
TomlProxy,0,get_all,68,0.03803590899999776,0.03803475701715797
TomlProxy,0,add,77,0.024567874000000156,0.18678143399301916
TomlProxy,0,delete,77,0.012429971999999623,0.012427644018316641
TomlProxy,0,get_all,77,0.03493536899999938,0.0349348470044788
TomlProxy,0,add,87,0.02622354600000021,0.17790071401395835
TomlProxy,0,delete,87,0.012513863999998875,0.01251108999713324
TomlProxy,0,get_all,87,0.03449807499999835,0.03449749102583155
TomlProxy,0,add,99,0.030546900000000043,0.0520467419992201
TomlProxy,0,delete,99,0.01890128200000163,0.01889822501107119
TomlProxy,0,get_all,99,0.03470988499999805,0.03470945899607614
TomlProxy,0,add,112,0.020652029999999932,0.04910330701386556
TomlProxy,0,delete,112,0.01356671100000284,0.013564273016527295
TomlProxy,0,get_all,112,0.035020649999999875,0.03501996700651944
TomlProxy,0,add,127,0.033619075999999914,0.1873279419960454
TomlProxy,0,delete,127,0.010887527999997815,0.010885133990086615
TomlProxy,0,get_all,127,0.03449262099999828,0.03449223699863069
TomlProxy,0,add,144,0.03036105099999986,0.1423951300093904
TomlProxy,0,delete,144,0.014923187999997367,0.01492091899854131
TomlProxy,0,get_all,144,0.03433410199999898,0.03433361300267279
TomlProxy,0,add,163,0.025329856000000817,0.12506485800258815
TomlProxy,0,delete,163,0.011292604000004758,0.011289890011539683
TomlProxy,0,get_all,163,0.03446193999999991,0.03446152599644847
TomlProxy,0,add,184,0.016091363000000136,0.09290024900110438
