proxy,test_id,method,route_idx,cpu_time,real_time
ConsulProxy,0,add,1,1.9109860779999999,1.921916372841224
ConsulProxy,0,delete,1,0.48851316899998665,0.5078162918798625
ConsulProxy,0,get_all,1,110.635261319,110.63971234601922
ConsulProxy,0,add,2,1.888173762,1.9012718831654638
ConsulProxy,0,delete,2,0.48881475199999613,0.5080255600623786
ConsulProxy,0,get_all,2,112.287735504,112.29222667799331
ConsulProxy,0,add,3,1.847984167,1.8629177359398454
ConsulProxy,0,delete,3,0.4895340109999893,0.5087450058199465
ConsulProxy,0,get_all,3,108.479449692,108.48383065406233
ConsulProxy,0,add,4,2.5431312869999996,2.5221846408676356
ConsulProxy,0,delete,4,0.4065198529999918,0.4065308989956975
ConsulProxy,0,get_all,4,97.9532062,97.9571446699556
ConsulProxy,0,add,5,2.5207020890000003,2.5006538729649037
ConsulProxy,0,delete,5,0.4081698789999848,0.408181477105245
ConsulProxy,0,get_all,5,114.08477410500001,114.08932814607397
ConsulProxy,0,add,6,2.477306611,2.4596976169850677
ConsulProxy,0,delete,6,0.4930855829999814,0.5122964768670499
ConsulProxy,0,get_all,6,107.310539675,107.3148699211888
ConsulProxy,0,add,7,2.502485953,2.4823428199160844
ConsulProxy,0,delete,7,0.3667241760000195,0.36672592582181096
ConsulProxy,0,get_all,7,105.570531336,105.57478235894814
ConsulProxy,0,add,8,2.44607481,2.427815621951595
ConsulProxy,0,delete,8,0.49593687099999784,0.5151478999760002
ConsulProxy,0,get_all,8,110.427225572,110.43166981986724
ConsulProxy,0,add,9,2.5460961959999997,2.523245786083862
ConsulProxy,0,delete,9,0.4663702430000001,0.48832341097295284
ConsulProxy,0,get_all,9,91.869015648,91.87268529087305
ConsulProxy,0,add,10,2.4980885639999997,2.478464212967083
ConsulProxy,0,delete,10,0.4652879049999967,0.48724030307494104
ConsulProxy,0,get_all,10,114.433148291,114.43774749501608
ConsulProxy,0,add,12,2.546138267,2.52599368407391
ConsulProxy,0,delete,12,0.40895880399997964,0.4212983848992735
ConsulProxy,0,get_all,12,121.26714918900001,121.27187079796568
ConsulProxy,0,add,13,2.445695084,2.4268807840999216
ConsulProxy,0,delete,13,0.4042561710000143,0.416595441987738
ConsulProxy,0,get_all,13,94.32593073299999,94.32967540901154
ConsulProxy,0,add,15,2.501448261,2.4809673361014575
ConsulProxy,0,delete,15,0.407305072000014,0.41964431293308735
ConsulProxy,0,get_all,15,93.165019008,93.16873226989992
ConsulProxy,0,add,17,2.613907525,2.5906387181021273
ConsulProxy,0,delete,17,0.500895029999981,0.5201065868604928
ConsulProxy,0,get_all,17,124.509477443,124.51433946704492
ConsulProxy,0,add,19,2.553255295,2.5299866339191794
ConsulProxy,0,delete,19,0.4074985319999769,0.41982383001595736
ConsulProxy,0,get_all,19,108.80426155399999,108.8086567861028
ConsulProxy,0,add,22,2.263049439,2.2527835071086884
ConsulProxy,0,delete,22,0.4064334889999941,0.41872760211117566
ConsulProxy,0,get_all,22,123.207221938,123.21204143203795
ConsulProxy,0,add,25,2.276030447,2.2644576870370656
ConsulProxy,0,delete,25,0.4990455939999947,0.5182572240009904
ConsulProxy,0,get_all,25,114.72336228799999,114.72797020501457
ConsulProxy,0,add,28,0.7210987090000001,0.7873549978248775
ConsulProxy,0,delete,28,0.5080175319999967,0.5272291710134596
ConsulProxy,0,get_all,28,122.934899911,122.93971296097152
ConsulProxy,0,add,32,1.394409628,1.4336442179046571
ConsulProxy,0,delete,32,0.4884268920000068,0.5076378379017115
ConsulProxy,0,get_all,32,108.61051338499999,108.61490298202261
ConsulProxy,0,add,36,0.9584607860000001,1.0150671161245555
ConsulProxy,0,delete,36,0.46731915800000934,0.48927181703038514
ConsulProxy,0,get_all,36,119.966570238,119.97130311303772
ConsulProxy,0,add,41,1.612544568,1.6430552389938384
ConsulProxy,0,delete,41,0.49700606999999764,0.5162174219731241
ConsulProxy,0,get_all,41,111.441101236,111.44556812988594
ConsulProxy,0,add,47,1.487810433,1.5236909978557378
ConsulProxy,0,delete,47,0.405500485999994,0.40551164909265935
ConsulProxy,0,get_all,47,106.381487721,106.38574988907203
ConsulProxy,0,add,53,1.630069785,1.658843097044155
ConsulProxy,0,delete,53,0.5004721459999928,0.5196836718823761
ConsulProxy,0,get_all,53,118.931207683,118.93590931617655
ConsulProxy,0,add,60,2.473950267,2.456341109937057
ConsulProxy,0,delete,60,0.5010413000000256,0.5202529320959002
ConsulProxy,0,get_all,60,120.303366844,120.30810169992037
ConsulProxy,0,add,68,1.720601591,1.7432188929524273
ConsulProxy,0,delete,68,0.4939759930000207,0.5131869351025671
ConsulProxy,0,get_all,68,126.593250025,126.59818888595328
ConsulProxy,0,add,77,1.663381446,1.6873585658613592
ConsulProxy,0,delete,77,0.484271772999989,0.5062243388965726
ConsulProxy,0,get_all,77,126.353215518,126.35814472194761
ConsulProxy,0,add,87,1.7484928259999999,1.769400937948376
ConsulProxy,0,delete,87,0.4077815130000033,0.420121249044314
ConsulProxy,0,get_all,87,122.142596209,122.14737952896394
ConsulProxy,0,add,99,1.5868964420000002,1.6174070900306106
ConsulProxy,0,delete,99,0.5394922629999996,0.5518419588916004
