proxy,test_id,method,route_idx,cpu_time,real_time
CHP,0,add,1,0.0019310339999999426,0.002649060988915153
CHP,0,delete,1,0.001049669000000364,0.001175561992567964
CHP,0,get_all,1,0.004268108999999853,0.0058911390078719705
CHP,0,add,2,0.0020073600000000136,0.0020812829898204654
CHP,0,delete,2,0.001082990000000006,0.0011883519910043105
CHP,0,get_all,2,0.003394431000000031,0.004588680996675976
CHP,0,add,3,0.0018587280000000872,0.0039774169999873266
CHP,0,delete,3,0.0011402260000004105,0.0011652719986159354
CHP,0,get_all,3,0.0035614230000000635,0.005494140001246706
CHP,0,add,4,0.0022534189999999787,0.0025512069987598807
CHP,0,delete,4,0.0011222769999998938,0.001170392002677545
CHP,0,get_all,4,0.004515822999999974,0.010753836992080323
CHP,0,add,5,0.0026834169999999657,0.00323489100264851
CHP,0,delete,5,0.000967138000000034,0.0010838369926204905
CHP,0,get_all,5,0.0045258929999998365,0.005713969003409147
CHP,0,add,6,0.001830689000000052,0.002112924004904926
CHP,0,delete,6,0.001039985000000243,0.001147339993622154
CHP,0,get_all,6,0.003840621000000155,0.0049660279910312966
CHP,0,add,7,0.0021607759999999754,0.0023794389999238774
CHP,0,delete,7,0.0010473059999998036,0.0010991789895342663
CHP,0,get_all,7,0.003447922000000103,0.004581904999213293
CHP,0,add,8,0.004887711000000072,0.0056341729941777885
CHP,0,delete,8,0.0011064809999998815,0.0011647610081126913
CHP,0,get_all,8,0.00307410599999991,0.004212938991258852
CHP,0,add,9,0.002481519000000043,0.0028883050108561292
CHP,0,delete,9,0.001143481999999807,0.001195862001623027
CHP,0,get_all,9,0.00490617800000015,0.006026365008438006
CHP,0,add,10,0.003082157000000141,0.0034271970071131364
CHP,0,delete,10,0.0016571869999997269,0.0026720890018623322
CHP,0,get_all,10,0.004320531000000072,0.005684732997906394
CHP,0,add,12,0.0019610290000000585,0.002069778012810275
CHP,0,delete,12,0.0017629589999996753,0.001923912001075223
CHP,0,get_all,12,0.004231834999999906,0.005480526990140788
CHP,0,add,13,0.0046690750000000225,0.0059549370052991435
CHP,0,delete,13,0.0013492870000000323,0.0012735990021610633
CHP,0,get_all,13,0.005345829000000135,0.006729668006300926
CHP,0,add,15,0.0020139629999997855,0.0020143490110058337
CHP,0,delete,15,0.00104084300000018,0.0011216499988222495
CHP,0,get_all,15,0.0031593949999999538,0.004287874005967751
CHP,0,add,17,0.0019000069999999258,0.0019015989964827895
CHP,0,delete,17,0.0015471289999999804,0.0018073300016112626
CHP,0,get_all,17,0.0032305529999998583,0.004322869994211942
CHP,0,add,19,0.0020376879999999264,0.0020973089995095506
CHP,0,delete,19,0.001767087000000167,0.001916594002977945
CHP,0,get_all,19,0.005318586000000014,0.0066641669982345775
CHP,0,add,22,0.004379973000000037,0.005336098009138368
CHP,0,delete,22,0.0010660759999998604,0.0011537769896676764
CHP,0,get_all,22,0.0031432430000000178,0.004341369989560917
CHP,0,add,25,0.004146886000000016,0.005298862000927329
CHP,0,delete,25,0.0011161679999998064,0.0011937980016227812
CHP,0,get_all,25,0.0040549430000000886,0.005510969000170007
CHP,0,add,28,0.0019485989999998843,0.0021147459920030087
CHP,0,delete,28,0.0010738849999998301,0.0011258610029472038
CHP,0,get_all,28,0.0032277859999998437,0.0044114259944763035
CHP,0,add,32,0.0017438700000000917,0.0020618580019799992
CHP,0,delete,32,0.0016844240000000177,0.0019071700080530718
CHP,0,get_all,32,0.004178782999999964,0.005594725007540546
CHP,0,add,36,0.0017700540000000764,0.0020718650048365816
CHP,0,delete,36,0.0009628779999997228,0.0010470330016687512
CHP,0,get_all,36,0.003734871999999889,0.005032342000049539
CHP,0,add,41,0.0014916280000001336,0.0018284539983142167
CHP,0,delete,41,0.0010333980000001297,0.001084043993614614
CHP,0,get_all,41,0.003017878000000085,0.0042091310024261475
CHP,0,add,47,0.0021353779999999656,0.0025918330065906048
CHP,0,delete,47,0.0011891610000001052,0.0011934420035686344
CHP,0,get_all,47,0.003550094999999809,0.004733309004222974
CHP,0,add,53,0.002176267000000065,0.002648766996571794
CHP,0,delete,53,0.00106896600000006,0.001107663003494963
CHP,0,get_all,53,0.004224062000000028,0.005555053008720279
CHP,0,add,60,0.0011389330000000086,0.0013627670123241842
CHP,0,delete,60,0.001088187999999768,0.0011340030032442883
CHP,0,get_all,60,0.0038660600000000045,0.005038798990426585
CHP,0,add,68,0.001058467999999868,0.001218467004946433
CHP,0,delete,68,0.0018023099999999737,0.002009371994063258
CHP,0,get_all,68,0.003936700999999987,0.005215020995819941
CHP,0,add,77,0.0013434430000001107,0.001556546994834207
CHP,0,delete,77,0.0013025110000000062,0.0012909960059914738
CHP,0,get_all,77,0.003832175999999965,0.0049470259982626885
CHP,0,add,87,0.0013438720000000792,0.001612875988939777
