proxy,concurrency,total_routes,test_id,method,route_idx,cpu_time,real_time
redis,1,500,0,add,0,0.00595800000000013,0.09765108395367861
redis,1,500,0,delete,0,0.0028879999999986694,0.004833041981328279
redis,1,500,0,get_all,0,0.06521699999999964,0.09782225004164502
redis,1,500,0,add,1,0.004413,0.17637341597583145
redis,1,500,0,delete,1,0.0002520000000032496,0.00161033304175362
redis,1,500,0,get_all,1,0.06092500000000012,0.09387737500946969
redis,1,500,0,add,2,0.003350999999999882,0.13907874998403713
redis,1,500,0,delete,2,0.00022900000000447562,0.0017390830325894058
redis,1,500,0,get_all,2,0.062407999999999575,0.09523212496424094
redis,1,500,0,add,3,0.003975000000000062,0.12295433401595801
redis,1,500,0,delete,3,0.00026600000000343016,0.001677958993241191
redis,1,500,0,get_all,3,0.06320700000000024,0.0971066250349395
redis,1,500,0,add,4,0.006648999999999905,0.3178980420343578
redis,1,500,0,delete,4,0.00023999999999801958,0.0016667089657858014
redis,1,500,0,get_all,4,0.06718199999999985,0.10369962500408292
redis,1,500,0,add,5,0.00339899999999993,0.1224684999906458
redis,1,500,0,delete,5,0.0002629999999967936,0.0016477919998578727
redis,1,500,0,get_all,5,0.05797299999999961,0.0900022909627296
redis,1,500,0,add,6,0.004493999999999776,0.24203158303862438
redis,1,500,0,delete,6,0.00024100000000260025,0.001678084023296833
redis,1,500,0,get_all,6,0.056683999999999735,0.08831033296883106
redis,1,500,0,add,7,0.004168999999999645,0.18341241701273248
redis,1,500,0,delete,7,0.00039999999999906777,0.0017727080266922712
redis,1,500,0,get_all,7,0.05954399999999982,0.09330750000663102
redis,1,500,0,add,8,0.004417000000000115,0.10367479198612273
redis,1,500,0,delete,8,0.00039000000000299906,0.0018679589848034084
redis,1,500,0,get_all,8,0.058714000000000155,0.09244525001849979
redis,1,500,0,add,9,0.005659000000000081,0.5150782919954509
redis,1,500,0,delete,9,0.0002920000000017353,0.0018299169605597854
redis,1,500,0,get_all,9,0.05912200000000034,0.09308695804793388
redis,1,500,0,add,10,0.005144999999999733,0.21741054201265797
redis,1,500,0,delete,10,0.0003489999999999327,0.0018159169703722
redis,1,500,0,get_all,10,0.05757100000000026,0.09021916700294241
redis,1,500,0,add,11,0.0031880000000001907,0.112382666033227
redis,1,500,0,delete,11,0.0003530000000040445,0.001973250007722527
redis,1,500,0,get_all,11,0.058854000000000184,0.09260708402143791
redis,1,500,0,add,12,0.00533399999999995,0.2016544999787584
redis,1,500,0,delete,12,0.0003279999999961092,0.0018095410196110606
redis,1,500,0,get_all,12,0.05909600000000026,0.09275995899224654
redis,1,500,0,add,13,0.005177999999999905,0.3306177919730544
redis,1,500,0,delete,13,0.00035799999999852616,0.001862709003034979
redis,1,500,0,get_all,13,0.056680000000000064,0.08826354204211384
redis,1,500,0,add,14,0.0039010000000003764,0.06853608298115432
redis,1,500,0,delete,14,0.0003260000000011587,0.001735541969537735
redis,1,500,0,get_all,14,0.05844499999999986,0.09126358304638416
redis,1,500,0,add,15,0.008344999999999825,0.5538577499683015
redis,1,500,0,delete,15,0.0003280000000032146,0.0019228750024922192
redis,1,500,0,get_all,15,0.06045799999999968,0.0946375000057742
redis,1,500,0,add,16,0.0035289999999998933,0.15425954200327396
