proxy,concurrency,total_routes,test_id,method,route_idx,cpu_time,real_time
chp,1,500,0,add,51,0.0010825759999999462,0.001465654999947219
chp,1,500,0,delete,51,0.0009294339999996737,0.0010383400000364418
chp,1,500,0,get_all,51,0.0027637110000000575,0.004076371999985895
chp,1,500,0,add,52,0.0011207550000005284,0.0015307290000237117
chp,1,500,0,delete,52,0.0009513389999984412,0.001062613000044621
chp,1,500,0,get_all,52,0.0027589480000003164,0.00408516499999223
chp,1,500,0,add,53,0.0010719970000003798,0.001461330000097405
chp,1,500,0,delete,53,0.0009460329999999573,0.001052017999995769
chp,1,500,0,get_all,53,0.0027705729999993878,0.004093708000027618
chp,1,500,0,add,54,0.0010964710000003208,0.001492338999923959
chp,1,500,0,delete,54,0.000941205000000167,0.0010568470000862362
chp,1,500,0,get_all,54,0.0027865380000005047,0.00412600200002089
chp,1,500,0,add,55,0.0011057169999997285,0.001493380000056277
chp,1,500,0,delete,55,0.0009417330000012214,0.0010816909999675772
chp,1,500,0,get_all,55,0.002761740000000401,0.004097542999943471
chp,1,500,0,add,56,0.0011084980000006794,0.0015048440000100527
chp,1,500,0,delete,56,0.0009410559999984969,0.0010553619999882358
chp,1,500,0,get_all,56,0.0027562129999996188,0.00406440400001884
chp,1,500,0,add,57,0.0011251590000007639,0.0015123220000532456
chp,1,500,0,delete,57,0.0009360659999995136,0.0010593340000468743
chp,1,500,0,get_all,57,0.0027488760000000667,0.004067468000016561
chp,1,500,0,add,58,0.0011131720000001621,0.001505495000060364
chp,1,500,0,delete,58,0.0009364019999988926,0.0010686750000559186
chp,1,500,0,get_all,58,0.0027294239999999803,0.004047736999950757
chp,1,500,0,add,59,0.0010844109999990081,0.0014555039999777364
chp,1,500,0,delete,59,0.0009653160000002714,0.00109565399998246
chp,1,500,0,get_all,59,0.0027453810000004353,0.004085804000055759
chp,1,500,0,add,60,0.0011434940000007998,0.001519779999966886
chp,1,500,0,delete,60,0.0009471400000009567,0.001070312000024387
chp,1,500,0,get_all,60,0.00276397199999856,0.004120025000020178
chp,1,500,0,add,61,0.0011141670000007764,0.0014833149999731177
chp,1,500,0,delete,61,0.0009370569999997969,0.0010554290000754918
chp,1,500,0,get_all,61,0.002711460000000443,0.004395642999952543
chp,1,500,0,add,62,0.00111287600000054,0.0023440979999804767
chp,1,500,0,delete,62,0.0009540999999995137,0.0010667809999631572
chp,1,500,0,get_all,62,0.002733217999999482,0.00407416599989574
chp,1,500,0,add,63,0.001100433999999595,0.0014547179999908622
chp,1,500,0,delete,63,0.000945368000000002,0.0010487670000429716
chp,1,500,0,get_all,63,0.002746088000000313,0.004074474000049122
chp,1,500,0,add,64,0.0011091590000003038,0.001473334999900544
chp,1,500,0,delete,64,0.0009417400000000242,0.0010522029999719962
chp,1,500,0,get_all,64,0.0027367859999998245,0.0040771189999304625
chp,1,500,0,add,65,0.0011118670000005437,0.0014581759999146016
chp,1,500,0,delete,65,0.0009307270000000756,0.001044621999994888
chp,1,500,0,get_all,65,0.002731984000000409,0.004064739999989797
chp,1,500,0,add,66,0.0011057430000001034,0.0014706299999716066
chp,1,500,0,delete,66,0.0009490890000005692,0.0010602300000073228
chp,1,500,0,get_all,66,0.0027760580000002477,0.00409737600000426
chp,1,500,0,add,67,0.0012453160000003294,0.0015954969999256718
chp,1,500,0,delete,67,0.0009540529999991776,0.0010729059999903257
chp,1,500,0,get_all,67,0.0027385369999990417,0.004060847000005197
chp,1,500,0,add,68,0.0011528339999991033,0.0014927189999980328
chp,1,500,0,delete,68,0.0009428729999996222,0.0014431800000238582
chp,1,500,0,get_all,68,0.0027530980000012306,0.004069959000048584
chp,1,500,0,add,69,0.0010881539999996193,0.0014451519999738593
chp,1,500,0,delete,69,0.000961536999998458,0.0011159990000351172
chp,1,500,0,get_all,69,0.0027407789999998045,0.004068473999950584
chp,1,500,0,add,70,0.0010885829999995877,0.0014465819999713858
chp,1,500,0,delete,70,0.0009589040000008708,0.001099891999956526
chp,1,500,0,get_all,70,0.0027737989999998547,0.004091250999977092
chp,1,500,0,add,71,0.0010607209999999867,0.001691142999902695
chp,1,500,0,delete,71,0.0009546910000004516,0.0010932330000059665
