test_id,throughput,proxy,kind,size,total_requests,concurrency
0,346.25811495322705,file,ws,small,1000,1
1,364.46270993854034,file,ws,small,1000,1
2,347.25008373623024,file,ws,small,1000,1
0,1608.2524424849314,file,ws,small,1000,10
1,2284.482195279933,file,ws,small,1000,10
2,2340.0648567218545,file,ws,small,1000,10
0,2339.755706150379,file,ws,small,1000,20
1,2922.2140687899873,file,ws,small,1000,20
2,2750.50517428052,file,ws,small,1000,20
