proxy,concurrency,total_routes,test_id,method,route_idx,cpu_time,real_time
consul,1,500,0,add,0,0.060859759999999596,0.5990410119993612
consul,1,500,0,delete,0,0.004818878999969911,0.005504829000528844
consul,1,500,0,get_all,0,0.5379157800000005,0.6069394570004079
consul,1,500,0,add,1,0.006093679999999324,0.17818508199979988
consul,1,500,0,delete,1,0.0023236330000031558,0.0055981179993978
consul,1,500,0,get_all,1,0.5193493540000009,0.5943252900005973
consul,1,500,0,add,2,0.007039699999999982,0.3765978940000423
consul,1,500,0,delete,2,0.002283674000011615,0.002958561000014015
consul,1,500,0,get_all,2,0.5163156789999999,0.5819649559998652
consul,1,500,0,add,3,0.010565914999999038,0.5796882999993613
consul,1,500,0,delete,3,0.0022492200000101548,0.0028492040000855923
consul,1,500,0,get_all,3,0.5174716000000004,0.586337132999688
consul,1,500,0,add,4,0.005406049999999496,0.1894610469998952
consul,1,500,0,delete,4,0.0022472160000006625,0.002873778000321181
consul,1,500,0,get_all,4,0.5181010399999977,0.5708746809996228
consul,1,500,0,add,5,0.00647571799999902,0.3468891689999509
consul,1,500,0,delete,5,0.002239445999975942,0.002869299999474606
consul,1,500,0,get_all,5,0.5148083809999981,0.5765158770000198
consul,1,500,0,add,6,0.008928021000000896,0.40445270299915137
consul,1,500,0,delete,6,0.0022371190000285424,0.00290266999945743
consul,1,500,0,get_all,6,0.5191131889999987,0.5948940629996287
consul,1,500,0,add,7,0.00630865699999994,0.3396331160001864
consul,1,500,0,delete,7,0.0022636450000277364,0.0028338219999568537
consul,1,500,0,get_all,7,0.5200562779999984,0.5939068329998918
consul,1,500,0,add,8,0.006399543000000563,0.3504210299997794
consul,1,500,0,delete,8,0.0022529499999563996,0.002829070000188949
consul,1,500,0,get_all,8,0.5265203199999995,0.5938290160001998
consul,1,500,0,add,9,0.008758214000000208,0.7165358889997151
consul,1,500,0,delete,9,0.0022587650000218673,0.002863669000362279
consul,1,500,0,get_all,9,0.5229258359999989,0.593633979000515
consul,1,500,0,add,10,0.005076537000000769,0.20628632599982666
consul,1,500,0,delete,10,0.002282556000011482,0.002883927000766562
consul,1,500,0,get_all,10,0.5173168100000005,0.5812820099999954
consul,1,500,0,add,11,0.006281927999999937,0.3738288819995432
consul,1,500,0,delete,11,0.0022524440000211143,0.002851161999387841
consul,1,500,0,get_all,11,0.521408613000002,0.5836081630004628
consul,1,500,0,add,12,0.007839618000000215,0.48578546099997766
consul,1,500,0,delete,12,0.002291947000003347,0.002883584000301198
consul,1,500,0,get_all,12,0.5127653260000002,0.5664812559998609
consul,1,500,0,add,13,0.010345468999998886,0.9976422760000787
consul,1,500,0,delete,13,0.0022581069999887404,0.002863640000214218
consul,1,500,0,get_all,13,0.5206319840000013,0.5816850799992608
consul,1,500,0,add,14,0.005182047000001688,0.07262714699936623
consul,1,500,0,delete,14,0.0022563279999872066,0.002816666999933659
consul,1,500,0,get_all,14,0.5208305089999996,0.5852910140001768
consul,1,500,0,add,15,0.008781141000000048,0.5183898019995468
consul,1,500,0,delete,15,0.0024846559999787132,0.003069205999963742
consul,1,500,0,get_all,15,0.518714499999998,0.5828524170001401
consul,1,500,0,add,16,0.007741650999999905,0.29576554800041777
consul,1,500,0,delete,16,0.0025989220000042224,0.003175131999341829
consul,1,500,0,get_all,16,0.5205691409999993,0.5773850760006098
consul,1,500,0,add,17,0.008312133000000443,0.2918393099998866
consul,1,500,0,delete,17,0.00226152599998386,0.0028105500005040085
consul,1,500,0,get_all,17,0.5192071799999987,0.5854616779997741
consul,1,500,0,add,18,0.008747698000000526,0.29763404599998466
consul,1,500,0,delete,18,0.002280964999954449,0.002867999000045529
consul,1,500,0,get_all,18,0.520309661999999,0.581121752999934
consul,1,500,0,add,19,0.008928084999999086,0.344014151999545
consul,1,500,0,delete,19,0.0022716249999916727,0.0028242619991942775
consul,1,500,0,get_all,19,0.5282207469999989,0.5980836340004316
consul,1,500,0,add,20,0.006461573999999359,0.19981689099950017
