test_id,throughput,proxy,kind,size,total_requests,concurrency
0,15.582930411179124,file,ws,large,1000,1
1,15.739900025999974,file,ws,large,1000,1
2,15.632263027363651,file,ws,large,1000,1
0,118.48916280911823,file,ws,large,1000,10
1,121.85012722284047,file,ws,large,1000,10
2,115.41480492342983,file,ws,large,1000,10
0,202.39713151369546,file,ws,large,1000,20
1,202.64390664120532,file,ws,large,1000,20
2,209.73919312221403,file,ws,large,1000,20
